source_image,original_annotation,proposed_change,reason,confidence_evidence
waterlogging_waterloggingt-113-_jpg.rf.084d6f23234cbf6314345867c4f698d7.jpg,cls=2 xc=0.0674 yc=0.4818 w=0.1348 h=0.2396,MERGE_CONTIGUOUS_PUDDLES,Image contains 8 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-113-_jpg.rf.084d6f23234cbf6314345867c4f698d7.jpg,cls=2 xc=0.6230 yc=0.2070 w=0.1504 h=0.0573,MERGE_OR_EXPAND,Sub-1% puddle box (0.00862); should be merged into adjacent contiguous flood boundary or reviewed for visual prominence.,HIGH (M1.9 cluster merging failure mode)
waterlogging_waterloggingt-113-_jpg.rf.084d6f23234cbf6314345867c4f698d7.jpg,cls=2 xc=0.5732 yc=0.3021 w=0.2285 h=0.1042,MERGE_CONTIGUOUS_PUDDLES,Image contains 8 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-113-_jpg.rf.084d6f23234cbf6314345867c4f698d7.jpg,cls=2 xc=0.8906 yc=0.3906 w=0.2188 h=0.1562,MERGE_CONTIGUOUS_PUDDLES,Image contains 8 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-113-_jpg.rf.084d6f23234cbf6314345867c4f698d7.jpg,cls=2 xc=0.3848 yc=0.9128 w=0.1484 h=0.0547,MERGE_OR_EXPAND,Sub-1% puddle box (0.00812); should be merged into adjacent contiguous flood boundary or reviewed for visual prominence.,HIGH (M1.9 cluster merging failure mode)
waterlogging_waterloggingt-113-_jpg.rf.084d6f23234cbf6314345867c4f698d7.jpg,cls=2 xc=0.7627 yc=0.6797 w=0.4746 h=0.1406,MERGE_CONTIGUOUS_PUDDLES,Image contains 8 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-113-_jpg.rf.084d6f23234cbf6314345867c4f698d7.jpg,cls=2 xc=0.5010 yc=0.8698 w=0.0840 h=0.2031,MERGE_CONTIGUOUS_PUDDLES,Image contains 8 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-113-_jpg.rf.f2c4b9d7dad956dd35c29f8fb0501154.jpg,cls=2 xc=0.7666 yc=0.1302 w=0.4668 h=0.2604,MERGE_CONTIGUOUS_PUDDLES,Image contains 7 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-113-_jpg.rf.f2c4b9d7dad956dd35c29f8fb0501154.jpg,cls=2 xc=0.2197 yc=0.7682 w=0.1191 h=0.1250,MERGE_CONTIGUOUS_PUDDLES,Image contains 7 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-113-_jpg.rf.f2c4b9d7dad956dd35c29f8fb0501154.jpg,cls=2 xc=0.0645 yc=0.7969 w=0.1289 h=0.0781,MERGE_CONTIGUOUS_PUDDLES,Image contains 7 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-113-_jpg.rf.f2c4b9d7dad956dd35c29f8fb0501154.jpg,cls=2 xc=0.6768 yc=0.7435 w=0.3203 h=0.2318,MERGE_CONTIGUOUS_PUDDLES,Image contains 7 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-113-_jpg.rf.f2c4b9d7dad956dd35c29f8fb0501154.jpg,cls=2 xc=0.4609 yc=0.7109 w=0.0625 h=0.2188,MERGE_CONTIGUOUS_PUDDLES,Image contains 7 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-113-_jpg.rf.f2c4b9d7dad956dd35c29f8fb0501154.jpg,cls=2 xc=0.9365 yc=0.7591 w=0.1270 h=0.1068,MERGE_CONTIGUOUS_PUDDLES,Image contains 7 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-113-_jpg.rf.f2c4b9d7dad956dd35c29f8fb0501154.jpg,cls=2 xc=0.5127 yc=0.5312 w=0.1211 h=0.0755,MERGE_OR_EXPAND,Sub-1% puddle box (0.00915); should be merged into adjacent contiguous flood boundary or reviewed for visual prominence.,HIGH (M1.9 cluster merging failure mode)
waterlogging_waterloggingt-114-_jpg.rf.59969ea013a1a3687220d18eb0c84d06.jpg,cls=2 xc=0.2861 yc=0.4154 w=0.2871 h=0.1068,RETAIN_VALID,"Well-proportioned waterlogging box (area=0.0307, AR=2.69) covering distinct road water pool.",HIGH (True positive pattern in M1.9)
waterlogging_waterloggingt-114-_jpg.rf.59969ea013a1a3687220d18eb0c84d06.jpg,cls=2 xc=0.1650 yc=0.5977 w=0.2988 h=0.0599,ADJUST_BOUNDARY,Extremely wide thin strip (AR=4.99); covers narrow gutter/curb line rather than bounded water hazard.,MEDIUM (Edge artifact)
waterlogging_waterloggingt-114-_jpg.rf.59969ea013a1a3687220d18eb0c84d06.jpg,cls=2 xc=0.0645 yc=0.4232 w=0.1289 h=0.1380,RETAIN_VALID,"Well-proportioned waterlogging box (area=0.0178, AR=0.93) covering distinct road water pool.",HIGH (True positive pattern in M1.9)
waterlogging_waterloggingt-114-_jpg.rf.59969ea013a1a3687220d18eb0c84d06.jpg,cls=2 xc=0.5029 yc=0.8919 w=0.1465 h=0.0339,REMOVE_TINY_BOX,Micro-puddle with area 0.00496 (<0.5% image); downsampling to 640x640 causes spatial collapse and feature loss.,HIGH (Direct M1.9 evidence: 10 micro-puddle False Negatives)
waterlogging_waterloggingt-114-_jpg.rf.5eda7421696a9f024c32d928f3a39eab.jpg,cls=2 xc=0.0342 yc=0.3138 w=0.0684 h=0.6276,ADJUST_BOUNDARY,"Extremely tall narrow box (AR=0.11, w=0.068, h=0.628); represents vertical road edge or rotated puddle.",HIGH (Roboflow 90° rotation artifact)
waterlogging_waterloggingt-114-_jpg.rf.5eda7421696a9f024c32d928f3a39eab.jpg,cls=2 xc=0.2314 yc=0.5234 w=0.1777 h=0.2083,RETAIN_VALID,"Well-proportioned waterlogging box (area=0.0370, AR=0.85) covering distinct road water pool.",HIGH (True positive pattern in M1.9)
waterlogging_waterloggingt-114-_jpg.rf.a77c20c66646123b6ed8f2712dc711a2.jpg,cls=2 xc=0.1621 yc=0.3112 w=0.3242 h=0.1068,MERGE_CONTIGUOUS_PUDDLES,Image contains 6 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-114-_jpg.rf.a77c20c66646123b6ed8f2712dc711a2.jpg,cls=2 xc=0.4658 yc=0.3698 w=0.1465 h=0.1042,MERGE_CONTIGUOUS_PUDDLES,Image contains 6 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-114-_jpg.rf.a77c20c66646123b6ed8f2712dc711a2.jpg,cls=2 xc=0.7275 yc=0.2135 w=0.3770 h=0.1615,MERGE_CONTIGUOUS_PUDDLES,Image contains 6 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-114-_jpg.rf.a77c20c66646123b6ed8f2712dc711a2.jpg,cls=2 xc=0.2695 yc=0.5365 w=0.5391 h=0.0573,ADJUST_BOUNDARY,Extremely wide thin strip (AR=9.41); covers narrow gutter/curb line rather than bounded water hazard.,MEDIUM (Edge artifact)
waterlogging_waterloggingt-114-_jpg.rf.a77c20c66646123b6ed8f2712dc711a2.jpg,cls=2 xc=0.6572 yc=0.7721 w=0.2363 h=0.1849,MERGE_CONTIGUOUS_PUDDLES,Image contains 6 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-114-_jpg.rf.a77c20c66646123b6ed8f2712dc711a2.jpg,cls=2 xc=0.9141 yc=0.8346 w=0.1719 h=0.1536,MERGE_CONTIGUOUS_PUDDLES,Image contains 6 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-115-_jpg.rf.21dad62be0187d4a2286185efd45bd90.jpg,cls=2 xc=0.1201 yc=0.2253 w=0.2402 h=0.4505,MERGE_CONTIGUOUS_PUDDLES,Image contains 6 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-115-_jpg.rf.21dad62be0187d4a2286185efd45bd90.jpg,cls=2 xc=0.8047 yc=0.0742 w=0.0664 h=0.1484,MERGE_OR_EXPAND,Sub-1% puddle box (0.00986); should be merged into adjacent contiguous flood boundary or reviewed for visual prominence.,HIGH (M1.9 cluster merging failure mode)
waterlogging_waterloggingt-115-_jpg.rf.21dad62be0187d4a2286185efd45bd90.jpg,cls=2 xc=0.8457 yc=0.4049 w=0.0586 h=0.2708,EXCLUDE_ROTATED_BOX,"Extremely tall narrow box (AR=0.22, w=0.059, h=0.271); represents vertical road edge or rotated puddle.",HIGH (Roboflow 90° rotation artifact)
waterlogging_waterloggingt-115-_jpg.rf.21dad62be0187d4a2286185efd45bd90.jpg,cls=2 xc=0.4023 yc=0.7760 w=0.1445 h=0.1927,MERGE_CONTIGUOUS_PUDDLES,Image contains 6 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-115-_jpg.rf.21dad62be0187d4a2286185efd45bd90.jpg,cls=2 xc=0.9551 yc=0.8398 w=0.0898 h=0.3203,MERGE_CONTIGUOUS_PUDDLES,Image contains 6 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-115-_jpg.rf.21dad62be0187d4a2286185efd45bd90.jpg,cls=2 xc=0.8135 yc=0.9479 w=0.1113 h=0.1042,MERGE_CONTIGUOUS_PUDDLES,Image contains 6 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-115-_jpg.rf.3210a5c3958dec55dc6a0ef050badd72.jpg,cls=2 xc=0.9004 yc=0.2148 w=0.1992 h=0.4297,RETAIN_VALID,"Well-proportioned waterlogging box (area=0.0856, AR=0.46) covering distinct road water pool.",HIGH (True positive pattern in M1.9)
waterlogging_waterloggingt-115-_jpg.rf.3210a5c3958dec55dc6a0ef050badd72.jpg,cls=2 xc=0.9473 yc=0.6667 w=0.1055 h=0.4740,EXCLUDE_ROTATED_BOX,"Extremely tall narrow box (AR=0.22, w=0.105, h=0.474); represents vertical road edge or rotated puddle.",HIGH (Roboflow 90° rotation artifact)
waterlogging_waterloggingt-115-_jpg.rf.3210a5c3958dec55dc6a0ef050badd72.jpg,cls=2 xc=0.8477 yc=0.4961 w=0.0703 h=0.1328,MERGE_OR_EXPAND,Sub-1% puddle box (0.00934); should be merged into adjacent contiguous flood boundary or reviewed for visual prominence.,HIGH (M1.9 cluster merging failure mode)
waterlogging_waterloggingt-115-_jpg.rf.635c01c23fc97d12f874cf603283a994.jpg,cls=2 xc=0.3955 yc=0.2708 w=0.0801 h=0.2552,RETAIN_VALID,"Well-proportioned waterlogging box (area=0.0204, AR=0.31) covering distinct road water pool.",HIGH (True positive pattern in M1.9)
waterlogging_waterloggingt-115-_jpg.rf.635c01c23fc97d12f874cf603283a994.jpg,cls=2 xc=0.7568 yc=0.3711 w=0.1348 h=0.0547,MERGE_OR_EXPAND,Sub-1% puddle box (0.00737); should be merged into adjacent contiguous flood boundary or reviewed for visual prominence.,HIGH (M1.9 cluster merging failure mode)
waterlogging_waterloggingt-115-_jpg.rf.635c01c23fc97d12f874cf603283a994.jpg,cls=2 xc=0.4199 yc=0.9141 w=0.0781 h=0.1719,RETAIN_VALID,"Well-proportioned waterlogging box (area=0.0134, AR=0.45) covering distinct road water pool.",HIGH (True positive pattern in M1.9)
waterlogging_waterloggingt-116-_jpg.rf.32551d1138be7e0c4bdb64925c0f44eb.jpg,cls=2 xc=0.1963 yc=0.0794 w=0.3926 h=0.1589,MERGE_CONTIGUOUS_PUDDLES,Image contains 5 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-116-_jpg.rf.32551d1138be7e0c4bdb64925c0f44eb.jpg,cls=2 xc=0.6973 yc=0.1172 w=0.1758 h=0.2344,MERGE_CONTIGUOUS_PUDDLES,Image contains 5 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-116-_jpg.rf.32551d1138be7e0c4bdb64925c0f44eb.jpg,cls=2 xc=0.0859 yc=0.6849 w=0.1719 h=0.6302,MERGE_CONTIGUOUS_PUDDLES,Image contains 5 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-116-_jpg.rf.32551d1138be7e0c4bdb64925c0f44eb.jpg,cls=2 xc=0.2197 yc=0.4206 w=0.0723 h=0.1016,MERGE_OR_EXPAND,Sub-1% puddle box (0.00734); should be merged into adjacent contiguous flood boundary or reviewed for visual prominence.,HIGH (M1.9 cluster merging failure mode)
waterlogging_waterloggingt-116-_jpg.rf.32551d1138be7e0c4bdb64925c0f44eb.jpg,cls=2 xc=0.7783 yc=0.6849 w=0.3379 h=0.6302,MERGE_CONTIGUOUS_PUDDLES,Image contains 5 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-116-_jpg.rf.9bd10500ac27cc1bd5a73b306b5b500f.jpg,cls=2 xc=0.2930 yc=0.4466 w=0.4336 h=0.4427,RETAIN_VALID,"Well-proportioned waterlogging box (area=0.1920, AR=0.98) covering distinct road water pool.",HIGH (True positive pattern in M1.9)
waterlogging_waterloggingt-116-_jpg.rf.9bd10500ac27cc1bd5a73b306b5b500f.jpg,cls=2 xc=0.8350 yc=0.3945 w=0.1348 h=0.7891,EXCLUDE_ROTATED_BOX,"Extremely tall narrow box (AR=0.17, w=0.135, h=0.789); represents vertical road edge or rotated puddle.",HIGH (Roboflow 90° rotation artifact)
waterlogging_waterloggingt-116-_jpg.rf.9bd10500ac27cc1bd5a73b306b5b500f.jpg,cls=2 xc=0.3906 yc=0.8893 w=0.0820 h=0.2005,RETAIN_VALID,"Well-proportioned waterlogging box (area=0.0164, AR=0.41) covering distinct road water pool.",HIGH (True positive pattern in M1.9)
waterlogging_waterloggingt-116-_jpg.rf.fac505288582c2b139d1d005b445b23f.jpg,cls=2 xc=0.1543 yc=0.2656 w=0.3086 h=0.4427,MERGE_CONTIGUOUS_PUDDLES,Image contains 5 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-116-_jpg.rf.fac505288582c2b139d1d005b445b23f.jpg,cls=2 xc=0.7764 yc=0.2865 w=0.1738 h=0.2734,MERGE_CONTIGUOUS_PUDDLES,Image contains 5 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-116-_jpg.rf.fac505288582c2b139d1d005b445b23f.jpg,cls=2 xc=0.9189 yc=0.0469 w=0.1621 h=0.0938,MERGE_CONTIGUOUS_PUDDLES,Image contains 5 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-116-_jpg.rf.fac505288582c2b139d1d005b445b23f.jpg,cls=2 xc=0.2373 yc=0.7891 w=0.1426 h=0.4219,MERGE_CONTIGUOUS_PUDDLES,Image contains 5 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-116-_jpg.rf.fac505288582c2b139d1d005b445b23f.jpg,cls=2 xc=0.5615 yc=0.7891 w=0.0605 h=0.4219,EXCLUDE_ROTATED_BOX,"Extremely tall narrow box (AR=0.14, w=0.061, h=0.422); represents vertical road edge or rotated puddle.",HIGH (Roboflow 90° rotation artifact)
waterlogging_waterloggingt-12-_jpg.rf.0789ade816fc0a61a2747f56a4752f37.jpg,cls=2 xc=0.4121 yc=0.2448 w=0.2148 h=0.4896,MERGE_CONTIGUOUS_PUDDLES,Image contains 7 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-12-_jpg.rf.0789ade816fc0a61a2747f56a4752f37.jpg,cls=2 xc=0.2666 yc=0.0560 w=0.0410 h=0.1120,REMOVE_TINY_BOX,Micro-puddle with area 0.00459 (<0.5% image); downsampling to 640x640 causes spatial collapse and feature loss.,HIGH (Direct M1.9 evidence: 10 micro-puddle False Negatives)
waterlogging_waterloggingt-12-_jpg.rf.0789ade816fc0a61a2747f56a4752f37.jpg,cls=2 xc=0.7500 yc=0.2448 w=0.3320 h=0.4896,MERGE_CONTIGUOUS_PUDDLES,Image contains 7 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-12-_jpg.rf.0789ade816fc0a61a2747f56a4752f37.jpg,cls=2 xc=0.5479 yc=0.1667 w=0.0566 h=0.3333,EXCLUDE_ROTATED_BOX,"Extremely tall narrow box (AR=0.17, w=0.057, h=0.333); represents vertical road edge or rotated puddle.",HIGH (Roboflow 90° rotation artifact)
waterlogging_waterloggingt-12-_jpg.rf.0789ade816fc0a61a2747f56a4752f37.jpg,cls=2 xc=0.4160 yc=0.7448 w=0.0742 h=0.5104,EXCLUDE_ROTATED_BOX,"Extremely tall narrow box (AR=0.15, w=0.074, h=0.510); represents vertical road edge or rotated puddle.",HIGH (Roboflow 90° rotation artifact)
waterlogging_waterloggingt-12-_jpg.rf.0789ade816fc0a61a2747f56a4752f37.jpg,cls=2 xc=0.3564 yc=0.7539 w=0.0410 h=0.4922,EXCLUDE_ROTATED_BOX,"Extremely tall narrow box (AR=0.08, w=0.041, h=0.492); represents vertical road edge or rotated puddle.",HIGH (Roboflow 90° rotation artifact)
waterlogging_waterloggingt-12-_jpg.rf.0789ade816fc0a61a2747f56a4752f37.jpg,cls=2 xc=0.9453 yc=0.7448 w=0.1094 h=0.5104,EXCLUDE_ROTATED_BOX,"Extremely tall narrow box (AR=0.21, w=0.109, h=0.510); represents vertical road edge or rotated puddle.",HIGH (Roboflow 90° rotation artifact)
waterlogging_waterloggingt-12-_jpg.rf.20f65b01928efa45d61cc5f969d78a7d.jpg,cls=2 xc=0.9121 yc=0.1758 w=0.1055 h=0.3516,MERGE_CONTIGUOUS_PUDDLES,Image contains 5 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-12-_jpg.rf.20f65b01928efa45d61cc5f969d78a7d.jpg,cls=2 xc=0.8389 yc=0.2565 w=0.0312 h=0.2005,MERGE_OR_EXPAND,Sub-1% puddle box (0.00627); should be merged into adjacent contiguous flood boundary or reviewed for visual prominence.,HIGH (M1.9 cluster merging failure mode)
waterlogging_waterloggingt-12-_jpg.rf.20f65b01928efa45d61cc5f969d78a7d.jpg,cls=2 xc=0.1016 yc=0.7292 w=0.1055 h=0.5417,ADJUST_BOUNDARY,"Extremely tall narrow box (AR=0.19, w=0.105, h=0.542); represents vertical road edge or rotated puddle.",HIGH (Roboflow 90° rotation artifact)
waterlogging_waterloggingt-12-_jpg.rf.20f65b01928efa45d61cc5f969d78a7d.jpg,cls=2 xc=0.7607 yc=0.9297 w=0.4160 h=0.1406,MERGE_CONTIGUOUS_PUDDLES,Image contains 5 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-12-_jpg.rf.20f65b01928efa45d61cc5f969d78a7d.jpg,cls=2 xc=0.7100 yc=0.7201 w=0.2676 h=0.2318,MERGE_CONTIGUOUS_PUDDLES,Image contains 5 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-12-_jpg.rf.c064ee6b5e0eeacf45920ff9dbe16e91.jpg,cls=2 xc=0.7012 yc=0.1888 w=0.5977 h=0.3776,RETAIN_VALID,"Well-proportioned waterlogging box (area=0.2257, AR=1.58) covering distinct road water pool.",HIGH (True positive pattern in M1.9)
waterlogging_waterloggingt-12-_jpg.rf.c064ee6b5e0eeacf45920ff9dbe16e91.jpg,cls=2 xc=0.2148 yc=0.7096 w=0.3672 h=0.1068,RETAIN_VALID,"Well-proportioned waterlogging box (area=0.0392, AR=3.44) covering distinct road water pool.",HIGH (True positive pattern in M1.9)
waterlogging_waterloggingt-12-_jpg.rf.c064ee6b5e0eeacf45920ff9dbe16e91.jpg,cls=2 xc=0.1016 yc=0.9310 w=0.2031 h=0.1380,RETAIN_VALID,"Well-proportioned waterlogging box (area=0.0280, AR=1.47) covering distinct road water pool.",HIGH (True positive pattern in M1.9)
waterlogging_waterloggingt-12-_jpg.rf.c064ee6b5e0eeacf45920ff9dbe16e91.jpg,cls=2 xc=0.5742 yc=0.9049 w=0.3516 h=0.1432,RETAIN_VALID,"Well-proportioned waterlogging box (area=0.0504, AR=2.45) covering distinct road water pool.",HIGH (True positive pattern in M1.9)
waterlogging_waterloggingt-121-_jpg.rf.148214b683fb45d57f49ca772181d434.jpg,cls=2 xc=0.4756 yc=0.2448 w=0.4082 h=0.4896,RETAIN_VALID,"Well-proportioned waterlogging box (area=0.1998, AR=0.83) covering distinct road water pool.",HIGH (True positive pattern in M1.9)
waterlogging_waterloggingt-121-_jpg.rf.148214b683fb45d57f49ca772181d434.jpg,cls=2 xc=0.6572 yc=0.7500 w=0.1621 h=0.5000,RETAIN_VALID,"Well-proportioned waterlogging box (area=0.0811, AR=0.32) covering distinct road water pool.",HIGH (True positive pattern in M1.9)
waterlogging_waterloggingt-121-_jpg.rf.71504412e4ffe90699727d8deaddf58e.jpg,cls=2 xc=0.2246 yc=0.2253 w=0.4492 h=0.2682,MERGE_CONTIGUOUS_PUDDLES,Image contains 6 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-121-_jpg.rf.71504412e4ffe90699727d8deaddf58e.jpg,cls=2 xc=0.6963 yc=0.0182 w=0.4629 h=0.0365,ADJUST_BOUNDARY,Extremely wide thin strip (AR=12.70); covers narrow gutter/curb line rather than bounded water hazard.,MEDIUM (Edge artifact)
waterlogging_waterloggingt-121-_jpg.rf.71504412e4ffe90699727d8deaddf58e.jpg,cls=2 xc=0.2246 yc=0.9401 w=0.4492 h=0.1198,MERGE_CONTIGUOUS_PUDDLES,Image contains 6 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-121-_jpg.rf.71504412e4ffe90699727d8deaddf58e.jpg,cls=2 xc=0.1367 yc=0.7760 w=0.2734 h=0.1719,MERGE_CONTIGUOUS_PUDDLES,Image contains 6 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-121-_jpg.rf.71504412e4ffe90699727d8deaddf58e.jpg,cls=2 xc=0.7246 yc=0.8424 w=0.5508 h=0.3151,MERGE_CONTIGUOUS_PUDDLES,Image contains 6 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-121-_jpg.rf.71504412e4ffe90699727d8deaddf58e.jpg,cls=2 xc=0.5693 yc=0.5586 w=0.2402 h=0.1432,MERGE_CONTIGUOUS_PUDDLES,Image contains 6 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-121-_jpg.rf.90aa6b801e7b610a5ecc58a3ffc6d4ad.jpg,cls=2 xc=0.1865 yc=0.3190 w=0.3730 h=0.6380,MERGE_CONTIGUOUS_PUDDLES,Image contains 6 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-121-_jpg.rf.90aa6b801e7b610a5ecc58a3ffc6d4ad.jpg,cls=2 xc=0.5420 yc=0.3190 w=0.0449 h=0.6380,EXCLUDE_ROTATED_BOX,"Extremely tall narrow box (AR=0.07, w=0.045, h=0.638); represents vertical road edge or rotated puddle.",HIGH (Roboflow 90° rotation artifact)
waterlogging_waterloggingt-121-_jpg.rf.90aa6b801e7b610a5ecc58a3ffc6d4ad.jpg,cls=2 xc=0.6172 yc=0.3932 w=0.0781 h=0.4896,EXCLUDE_ROTATED_BOX,"Extremely tall narrow box (AR=0.16, w=0.078, h=0.490); represents vertical road edge or rotated puddle.",HIGH (Roboflow 90° rotation artifact)
waterlogging_waterloggingt-121-_jpg.rf.90aa6b801e7b610a5ecc58a3ffc6d4ad.jpg,cls=2 xc=0.4209 yc=0.7188 w=0.1348 h=0.1615,MERGE_CONTIGUOUS_PUDDLES,Image contains 6 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-121-_jpg.rf.90aa6b801e7b610a5ecc58a3ffc6d4ad.jpg,cls=2 xc=0.4512 yc=0.9245 w=0.1367 h=0.1510,MERGE_CONTIGUOUS_PUDDLES,Image contains 6 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-121-_jpg.rf.90aa6b801e7b610a5ecc58a3ffc6d4ad.jpg,cls=2 xc=0.6006 yc=0.8190 w=0.1621 h=0.3620,MERGE_CONTIGUOUS_PUDDLES,Image contains 6 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
